date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:33:00	569/569	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2008:33:00%20GMT	https://www.lisas-palmengarten.de/robots.txt		(from )
15:33:00	48532/48532	---MCZ	200	added ('OK')	text/html	etag:W/%22bd94-63b32ca81edf8%22	https://www.lisas-palmengarten.de/	E:/SPN/NhaHang/res7/www.lisas-palmengarten.de/index.html	(from )
15:33:01	37535/37535	---M--	200	added ('OK')	text/css	etag:%22929f-63b32ca90d27f%22	https://www.lisas-palmengarten.de/index.css	E:/SPN/NhaHang/res7/www.lisas-palmengarten.de/index.css	(from https://www.lisas-palmengarten.de/)
15:33:02	1615755/1615755	---M--	200	added ('OK')	text/css	etag:%2218a78b-63b32ca1ad726%22	https://www.lisas-palmengarten.de/lisas_palmengarten.css	E:/SPN/NhaHang/res7/www.lisas-palmengarten.de/lisas_palmengarten.css	(from https://www.lisas-palmengarten.de/)
15:33:02	89476/89476	---M--	200	added ('OK')	text/javascript	etag:%2215d84-63b32ca6b878d%22	https://www.lisas-palmengarten.de/jquery.js	E:/SPN/NhaHang/res7/www.lisas-palmengarten.de/jquery.js	(from https://www.lisas-palmengarten.de/)
15:33:03	15086/15086	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%223aee-6228578c05b2d%22	https://www.lisas-palmengarten.de/images/favicon1.ico	E:/SPN/NhaHang/res7/www.lisas-palmengarten.de/images/favicon1.ico	(from https://www.lisas-palmengarten.de/)
15:33:03	75078/75078	---M--	200	added ('OK')	text/css	etag:%2212546-63b32cab5cf51%22	https://www.lisas-palmengarten.de/fonts.css	E:/SPN/NhaHang/res7/www.lisas-palmengarten.de/fonts.css	(from https://www.lisas-palmengarten.de/)
15:33:03	429380/429380	---M--	200	added ('OK')	text/javascript	etag:%2268d44-63b32c9d5dec5%22	https://www.lisas-palmengarten.de/lisas_palmengarten.js	E:/SPN/NhaHang/res7/www.lisas-palmengarten.de/lisas_palmengarten.js	(from https://www.lisas-palmengarten.de/)
15:33:04	10903/10903	---M--	200	added ('OK')	text/css	etag:%222a97-63b32cad34a3f%22	https://www.lisas-palmengarten.de/Familien-Restaurant-Cafe-fonts.css	E:/SPN/NhaHang/res7/www.lisas-palmengarten.de/Familien-Restaurant-Cafe-fonts.css	(from https://www.lisas-palmengarten.de/)
15:33:04	36049/36049	---M--	200	added ('OK')	image/png	etag:%228cd1-6228579a0da49%22	https://www.lisas-palmengarten.de/images/Logo-Lisas-PG-final2.png	E:/SPN/NhaHang/res7/www.lisas-palmengarten.de/images/Logo-Lisas-PG-final2.png	(from https://www.lisas-palmengarten.de/)
15:33:05	31147/31147	---MCZ	200	added ('OK')	text/html	etag:W/%2279ab-64a0dd0aefb27%22	https://www.lisas-palmengarten.de/veranstaltungen-in-bochum.html	E:/SPN/NhaHang/res7/www.lisas-palmengarten.de/veranstaltungen-in-bochum.html	(from https://www.lisas-palmengarten.de/)
15:33:05	44708/44708	---MCZ	200	added ('OK')	text/html	etag:W/%22aea4-649d5046329e7%22	https://www.lisas-palmengarten.de/news-events-feiern-bochum.html	E:/SPN/NhaHang/res7/www.lisas-palmengarten.de/news-events-feiern-bochum.html	(from https://www.lisas-palmengarten.de/)
15:33:05	29756/29756	---MCZ	200	added ('OK')	text/html	etag:W/%22743c-649a71ea3c6c0%22	https://www.lisas-palmengarten.de/restaurant-speisekarte-bochum.html	E:/SPN/NhaHang/res7/www.lisas-palmengarten.de/restaurant-speisekarte-bochum.html	(from https://www.lisas-palmengarten.de/)
15:33:06	29451/29451	---MCZ	200	added ('OK')	text/html	etag:W/%22730b-63b4675e12627%22	https://www.lisas-palmengarten.de/angebote-lounge-bar-biergarten.html	E:/SPN/NhaHang/res7/www.lisas-palmengarten.de/angebote-lounge-bar-biergarten.html	(from https://www.lisas-palmengarten.de/)
15:33:06	38050/38050	---MCZ	200	added ('OK')	text/html	etag:W/%2294a2-63e92927cb65d%22	https://www.lisas-palmengarten.de/fruehstueck-in-bochum-herne.html	E:/SPN/NhaHang/res7/www.lisas-palmengarten.de/fruehstueck-in-bochum-herne.html	(from https://www.lisas-palmengarten.de/)
15:33:06	30206/30206	---MCZ	200	added ('OK')	text/html	etag:W/%2275fe-63df7eb9f028a%22	https://www.lisas-palmengarten.de/feiern-events-catering.html	E:/SPN/NhaHang/res7/www.lisas-palmengarten.de/feiern-events-catering.html	(from https://www.lisas-palmengarten.de/)
15:33:06	26792/26792	---MCZ	200	added ('OK')	text/html	etag:W/%2268a8-63498c99470eb%22	https://www.lisas-palmengarten.de/biergarten-in-herne-bochum.html	E:/SPN/NhaHang/res7/www.lisas-palmengarten.de/biergarten-in-herne-bochum.html	(from https://www.lisas-palmengarten.de/)
15:33:07	27239/27239	---MCZ	200	added ('OK')	text/html	etag:W/%226a67-63498c9c2094d%22	https://www.lisas-palmengarten.de/weinfass--valentinstag.html	E:/SPN/NhaHang/res7/www.lisas-palmengarten.de/weinfass--valentinstag.html	(from https://www.lisas-palmengarten.de/)
15:33:07	28122/28122	---MCZ	200	added ('OK')	text/html	etag:W/%226dda-63b32ca9b5204%22	https://www.lisas-palmengarten.de/foodtrailer-foodtruck-mieten.html	E:/SPN/NhaHang/res7/www.lisas-palmengarten.de/foodtrailer-foodtruck-mieten.html	(from https://www.lisas-palmengarten.de/)
15:33:07	35453/35453	---MCZ	200	added ('OK')	text/html	etag:W/%228a7d-63b32c8fe98fe%22	https://www.lisas-palmengarten.de/rundgang-restaurant-bistro.html	E:/SPN/NhaHang/res7/www.lisas-palmengarten.de/rundgang-restaurant-bistro.html	(from https://www.lisas-palmengarten.de/)
