date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:36:07	123/123	---MCZ	200	added ('OK')	text/plain	date:Thu,%2005%20Feb%202026%2008:36:06%20GMT	https://missseoulfood.de/robots.txt		(from )
15:36:08	101924/101924	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2008:36:06%20GMT	https://missseoulfood.de/	E:/SPN/NhaHang/res8/missseoulfood.de/index.html	(from )
15:36:10	788/788	---MCZ	200	added ('OK')	application/rss+xml	etag:%22723b9b1665b535a02d188ad43e86a3b0-gzip%22	https://missseoulfood.de/comments/feed/	E:/SPN/NhaHang/res8/missseoulfood.de/comments/feed/index.html	(from https://missseoulfood.de/)
15:36:10	2356/2356	---MC-	200	added ('OK')	application/json	date:Thu,%2005%20Feb%202026%2008:36:09%20GMT	https://missseoulfood.de/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmissseoulfood.de%2F	E:/SPN/NhaHang/res8/missseoulfood.de/wp-json/oembed/1.0/embed3e45.json	(from https://missseoulfood.de/)
15:36:10	60983/60983	---MCZ	200	added ('OK')	application/rss+xml	etag:%22723b9b1665b535a02d188ad43e86a3b0-gzip%22	https://missseoulfood.de/feed/	E:/SPN/NhaHang/res8/missseoulfood.de/feed/index.html	(from https://missseoulfood.de/)
15:36:11	2513/2513	---MCZ	200	added ('OK')	text/xml	date:Thu,%2005%20Feb%202026%2008:36:10%20GMT	https://missseoulfood.de/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmissseoulfood.de%2F&format=xml	E:/SPN/NhaHang/res8/missseoulfood.de/wp-json/oembed/1.0/embedd796	(from https://missseoulfood.de/)
15:36:12	5745/5745	---M-Z	200	added ('OK')	text/css	etag:%221671-6361905580200-gzip%22	https://missseoulfood.de/wp-content/themes/hello-elementor/style.min.css?ver=2.7.1	E:/SPN/NhaHang/res8/missseoulfood.de/wp-content/themes/hello-elementor/style.min653d.css	(from https://missseoulfood.de/)
15:36:12	12285/12285	---M-Z	200	added ('OK')	text/css	etag:%222ffd-6361905580200-gzip%22	https://missseoulfood.de/wp-content/themes/hello-elementor/theme.min.css?ver=2.7.1	E:/SPN/NhaHang/res8/missseoulfood.de/wp-content/themes/hello-elementor/theme.min653d.css	(from https://missseoulfood.de/)
15:36:12	54666/54666	---M-Z	200	added ('OK')	text/css	etag:%22d58a-64a0a82a0a50b-gzip%22	https://missseoulfood.de/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.35.1	E:/SPN/NhaHang/res8/missseoulfood.de/wp-content/plugins/elementor/assets/css/frontend.minc8a6.css	(from https://missseoulfood.de/)
15:36:13	5500/5500	---M-Z	200	added ('OK')	text/css	etag:%22157c-64a0a85e455c3-gzip%22	https://missseoulfood.de/wp-content/uploads/elementor/css/post-9.css?ver=1770258916	E:/SPN/NhaHang/res8/missseoulfood.de/wp-content/uploads/elementor/css/post-9a8ff.css	(from https://missseoulfood.de/)
