date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:54:42	101/101	---MCZ	200	added ('OK')	text/plain	date:Thu,%2005%20Feb%202026%2008:54:42%20GMT	https://www.kimbapspot.com/robots.txt		(from )
15:54:42	34569/34569	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2008:54:42%20GMT	https://www.kimbapspot.com/	E:/SPN/NhaHang/res9/www.kimbapspot.com/index.html	(from )
15:54:42	56/56	---M--	302	error ('Found')	text/plain	date:Thu,%2005%20Feb%202026%2008:54:42%20GMT	https://unpkg.com/flickity@2/dist/flickity.pkgd.min.js	E:/SPN/NhaHang/res9/unpkg.com/flickity@2/dist/flickity.pkgd.min.0.delayed	(from https://www.kimbapspot.com/)
15:54:43	57654/57654	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2004%20Feb%202026%2004:01:15%20GMT	https://unpkg.com/flickity@2.3.0/dist/flickity.pkgd.min.js	E:/SPN/NhaHang/res9/unpkg.com/flickity@2.3.0/dist/flickity.pkgd.min.js	(from https://www.kimbapspot.com/)
15:54:44	52/52	---M--	302	error ('Found')	text/plain	date:Thu,%2005%20Feb%202026%2008:54:44%20GMT	https://unpkg.com/flickity@2/dist/flickity.min.css	E:/SPN/NhaHang/res9/unpkg.com/flickity@2/dist/flickity.min.2.delayed	(from https://www.kimbapspot.com/)
15:54:45	1797/1797	---MCZ	200	added ('OK')	text/css	date:Tue,%2020%20Jan%202026%2015:42:53%20GMT	https://unpkg.com/flickity@2.3.0/dist/flickity.min.css	E:/SPN/NhaHang/res9/unpkg.com/flickity@2.3.0/dist/flickity.min.css	(from https://www.kimbapspot.com/)
15:54:46	49236/49236	---M-Z	200	added ('OK')	application/javascript	etag:%22c054-63b1198abd48b-gzip%22	https://www.kimbapspot.com/dist/assets/index-BGdNMEcm.js	E:/SPN/NhaHang/res9/www.kimbapspot.com/dist/assets/index-BGdNMEcm.js	(from https://www.kimbapspot.com/)
15:54:47	15981/15981	---M-Z	200	added ('OK')	text/css	etag:%223e6d-63b1198ab6344-gzip%22	https://www.kimbapspot.com/dist/assets/index-4IKOUXUG.css	E:/SPN/NhaHang/res9/www.kimbapspot.com/dist/assets/index-4IKOUXUG.css	(from https://www.kimbapspot.com/)
15:54:48	40240/40240	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2008:54:47%20GMT	https://www.kimbapspot.com/about	E:/SPN/NhaHang/res9/www.kimbapspot.com/about.html	(from https://www.kimbapspot.com/)
15:54:49	46029/46029	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2008:54:48%20GMT	https://www.kimbapspot.com/korean-soulfood	E:/SPN/NhaHang/res9/www.kimbapspot.com/korean-soulfood.html	(from https://www.kimbapspot.com/)
15:54:50	37412/37412	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2008:54:50%20GMT	https://www.kimbapspot.com/veganes-catering-bochum	E:/SPN/NhaHang/res9/www.kimbapspot.com/veganes-catering-bochum.html	(from https://www.kimbapspot.com/)
15:54:51	36066/36066	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2008:54:51%20GMT	https://www.kimbapspot.com/kontakt	E:/SPN/NhaHang/res9/www.kimbapspot.com/kontakt.html	(from https://www.kimbapspot.com/)
15:54:52	40324/40324	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2008:54:52%20GMT	https://www.kimbapspot.com/impressum	E:/SPN/NhaHang/res9/www.kimbapspot.com/impressum.html	(from https://www.kimbapspot.com/)
15:54:53	62389/62389	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2008:54:52%20GMT	https://www.kimbapspot.com/datenschutz	E:/SPN/NhaHang/res9/www.kimbapspot.com/datenschutz.html	(from https://www.kimbapspot.com/)
15:54:53	12808/12808	---M--	200	added ('OK')	image/png	etag:%223208-63b1198a6a471%22	https://www.kimbapspot.com/dist/assets/ubereats-sw-D_EJGxnq.png	E:/SPN/NhaHang/res9/www.kimbapspot.com/dist/assets/ubereats-sw-D_EJGxnq.png	(from https://www.kimbapspot.com/)
